Catalog Number,Product Name,Product Type,Channel,Species Name,Gene Symbol,Gene Name,Accession,Probe Pairs,Probe Region Begin,Probe Region End 
712338,BaseScope™ LS Probe - BA-Hs-TRPM2-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TRPM2,transient receptor potential cation channel subfamily M member 2,NM_003307.3,,4135,4497
712348,BaseScope™ LS Probe - BA-pCMV-MCS-hBG-intron-3zz-st,RNAscope LS 2.5 Target Probes,1,Cloning vector pCMV-MCS,pCMV-MCS-hBG-intron-3zz-st,"Cloning vector pCMV-MCS, complete sequence",AF369966.1,3,949,1097
712358,BaseScope™ LS Positive Control Probe -Mm-PPIB-1ZZ,RNAscope LS 2.5 Controls-Automated,1,Mus musculus,Ppib,peptidylprolyl isomerase B,NM_011149.2,1,327,375
712368,BaseScope™ LS Probe - BA-Mm-Myc-No-XHs-4zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Myc,myelocytomatosis oncogene,NM_001177352.1,4,851,2025
712378,BaseScope™ LS Probe - BA-Hs-HSPA1A-E1polyA-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,HSPA1A,heat shock protein family A (Hsp70) member 1A,NM_005345.5,1,2388,2443
712388,BaseScope™ LS Probe - BA-Hs-COL9A1-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,COL9A1,collagen type IX alpha 1 chain,NM_001851.4,,2261,2673
712398,BaseScope™ LS Probe - BA-Hs-PTPRZ1-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PTPRZ1,"protein tyrosine phosphatase, receptor type Z1",NM_002851.2,,424,980
712408,BaseScope™ LS Probe - BA-Hs-BCAN-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,BCAN,brevican,NM_021948.4,,395,1118
712418,BaseScope™ LS Probe - BA-Hs-AQP4-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,AQP4,aquaporin 4,NM_001650.6,,116,838
712428,BaseScope™ LS Probe - BA-Mm-Bace1-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Bace1,beta-site APP cleaving enzyme 1,NM_011792.6,1,735,774
712438,BaseScope™ LS Probe - BA-Mm-Bace1-E1E3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Bace1,beta-site APP cleaving enzyme 1,NM_011792.6,1,736,863
712448,BaseScope™ LS Probe - BA-Hs-ESRRG-tv1-E4E5,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ESRRG,estrogen related receptor gamma,NM_001438.3,1,842,885
712458,BaseScope™ LS Probe - BA-Hs-ESRRG-tv16-E5E6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ESRRG,estrogen related receptor gamma,NM_001243518.1,1,991,1037
712468,BaseScope™ LS Probe - BA-Hs-TERT-tv1-2EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TERT,telomerase reverse transcriptase,NM_198253.2,,2334,2469
712478,BaseScope™ LS Probe - BA-Hs-TERT-tv3-E6E7,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TERT,telomerase reverse transcriptase,NR_149162.1,1,2335,2372
712488,BaseScope™ LS Probe - BA-Mm-Itm2b-E2-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Itm2b,integral membrane protein 2B,NM_008410.2,3,263,384
712498,BaseScope™ LS Probe - BA-Mm-Areg-E3E4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Areg,amphiregulin,NM_009704.4,1,695,740
712518,BaseScope™ LS Probe - BA-Mm-pre-Mir135b-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mir135b,microRNA 135b,NR_029777.1,2,2,87
712528,BaseScope™ LS Probe - BA-Hs-B2M-E1E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,B2M,beta-2-microglobulin,NM_004048.2,1,94,138
712538,BaseScope™ LS Probe - BA-Hs-B2M-E2E3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,B2M,beta-2-microglobulin,NM_004048.2,1,374,421
712548,BaseScope™ LS Probe - BA-Hs-B2M-E3E4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,B2M,beta-2-microglobulin,NM_004048.2,1,422,461
712558,BaseScope™ LS Probe - BA-Hs-CA2-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CA2,carbonic anhydrase 2,NM_000067.2,4,186,854
712568,BaseScope™ LS Probe - BA-Mm-Ccl27a-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ccl27a,chemokine (C-C motif) ligand 27A,NM_001048179.1,2,154,256
712578,BaseScope™ LS Probe - BA-Mm-Gm15155-201-4EJ,RNAscope LS 2.5 Target Probes,1,Other,,,ENSMUST00000112542,4,226,626
712618,BaseScope™ LS Probe - BA-Mm-Ubc-1zz-LE7LE8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ubc,"Mus musculus ubiquitin C (Ubc), mRNA",NM_019639.4,,34,112
712628,BaseScope™ LS Probe - BA-Hs-TRAC-3EJ,RNAscope LS 2.5 Target Probes,1,Bacillus subtilis subsp. subtilis str. SMY,,,NG_001332.3:925603-930229,3,241,439
712638,BaseScope™ LS Probe - BA-Hs-pre-MIR31-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR31,microRNA 31,NR_029505.1,1,8,71
712648,BaseScope™ LS Probe - BA-Hs-RORC-tv2-E1E2-junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RORC,RAR related orphan receptor C,NM_001001523.1,1,120,161
712658,BaseScope™ LS Probe - BA-Mm-Gpr37l1-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gpr37l1,G protein-coupled receptor 37-like 1,NM_134438.3,3,1496,1610
712668,BaseScope™ LS Probe - BA-Rn-Arc-No-XMm-1zz-st,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Arc,activity-regulated cytoskeleton-associated protein,NM_019361.1,1,2172,2209
712778,BaseScope™ LS Probe - BA-pAAV-ZFN37804-2zz-st,RNAscope LS 2.5 Target Probes,1,Other,pAAV-ZFN37804-2zz-st,ZFN 37804 AAV Genome Sequence,,2,131,2403
712948,BaseScope™ LS Probe - BA-Mm-Gal-E3-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gal,galanin,NM_010253.3,1,228,266
712958,BaseScope™ LS Probe - BA-Mm-Ptpn2-tv1-E9E10,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",NM_008977.3,1,1206,1251
712968,BaseScope™ LS Probe - BA-Mm-Ptpn2-tv2-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",NM_001127177.1,1,1274,1314
712978,BaseScope™ LS Probe - BA-mAlb-hF9-Codon-E1E2,RNAscope LS 2.5 Target Probes,1,Other,,,,1,67,104
712988,BaseScope™ LS Probe - BA-Mm-Cacna1i-E34E35,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cacna1i,"calcium channel, voltage-dependent, alpha 1I subunit",XM_006520950.1,1,5550,5588
713008,BaseScope™ LS Probe - BA-synGene-1zz-st,RNAscope LS 2.5 Target Probes,1,Other,,,,1,2,39
713038,BaseScope™ LS Probe - BA-Mm-Atp12a-4EJ,RNAscope LS 2.5 Target Probes,1,Mus musculus,Atp12a,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",NM_138652.2,,193,644
713048,BaseScope™ LS Probe - BA-Mm-Trpm3-tv1-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Trpm3,"transient receptor potential cation channel, subfamily M, member 3",NM_001035239.2,1,160,195
713058,BaseScope™ LS Probe - BA-Mm-Trpm3-tv6-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Trpm3,"transient receptor potential cation channel, subfamily M, member 3",NM_177341.4,1,221,264
713068,BaseScope™ LS Probe - BA-Hs-MCL1-tv1-E1E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MCL1,"MCL1, BCL2 family apoptosis regulator",NM_021960.4,1,888,930
713078,BaseScope™ LS Probe - BA-Hs-MCL1-tv2-E1E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MCL1,"MCL1, BCL2 family apoptosis regulator",NM_182763.2,1,871,908
713088,BaseScope™ LS Probe - BA-Mm-pre-Mir375-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mir375,microRNA 375,NR_029876.1,1,17,53
713098,BaseScope™ LS Probe - BA-T1-No-XHs-2zz-st,RNAscope LS 2.5 Target Probes,1,Other,,,,2,2,82
713158,BaseScope™ LS Probe - BA-Hs-CCL3-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CCL3,C-C motif chemokine ligand 3,NM_002983.2,1,2,43
713168,BaseScope™ LS Probe - BA-Hs-CCL4-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CCL4,C-C motif chemokine ligand 4,NM_002984.3,1,581,629
713178,BaseScope™ LS Probe - BA-Mm-Olfr1186-O1-4zz-st,RNAscope LS 2.5 Target Probes,1,Other,,,,4,285,549
713188,BaseScope™ LS Probe - BA-Hs-CDR1-AS-circRNA-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,1453,11
713198,BaseScope™ LS Probe - BA-Hs-RMST-circRNA-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RMST,"Homo sapiens chromosome 12, GRCh38.p7 Primary Assembly",NC_000012.12,1,97561016,97492472
713208,BaseScope™ LS Probe - BA-Hs-HTT-circRNA-E6E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,NM_002111.7:,1,1033,598
713218,BaseScope™ LS Probe - BA-Hs-KLK3-1392nt1179nt-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KLK3,kallikrein related peptidase 3,NM_001648.2,1,1362,1190
713228,BaseScope™ LS Probe - BA-Hs-KLK4-225nt476nt-sense-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KLK4,"Homo sapiens chromosome 19, alternate assembly CHM1_1.1, whole genome shotgun sequence",NC_018930.2,1,51413855,51413637
713238,BaseScope™ LS Probe - BA-Hs-TRPM8-E21E18,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TRPM8,transient receptor potential cation channel subfamily M member 8,NM_024080.4,1,2967,2430
713248,BaseScope™ LS Probe - BA-Mm-Mrap2-E3E4-O1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mrap2,melanocortin 2 receptor accessory protein 2,NM_001101482.2,1,299,337
713258,BaseScope™ LS Probe - BA-Mm-Mapk8-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mapk8,mitogen-activated protein kinase 8,NM_016700.4,2,674,767
713268,BaseScope™ LS Probe - BA-Mm-Mapk9-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mapk9,mitogen-activated protein kinase 9,NM_207692.2,3,688,850
713278,BaseScope™ LS Probe - BA-Hs-SCHLAP1-circRNA-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,59,106
713288,BaseScope™ LS Probe - BA-Hs-SCHLAP1-E3-UBE2E3-E1-FJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,165,213
713298,BaseScope™ LS Probe - BA-Mm-Fgfr1-E7E8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgfr1,fibroblast growth factor receptor 1,NM_010206.3,1,1685,1729
713308,BaseScope™ LS Probe - BA-Mm-Fgfr2-tv1-E7E8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgfr2,fibroblast growth factor receptor 2,NM_010207.2,1,2157,2194
713318,BaseScope™ LS Probe - BA-Mm-Fgfr3-tv1-E7E8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgfr3,fibroblast growth factor receptor 3,NM_008010.5,1,1211,1252
713328,BaseScope™ LS Probe - BA-Mm-Fgfr4-E7E8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgfr4,fibroblast growth factor receptor 4,NM_008011.2,1,1060,1107
713338,BaseScope™ LS Probe - BA-Hs-FGFR1-E7E8,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FGFR1,fibroblast growth factor receptor 1,NM_023110.2,1,1867,1913
713348,BaseScope™ LS Probe - BA-Hs-FGFR3-tv1-E7E8,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FGFR3,fibroblast growth factor receptor 3,NM_000142.4,1,1179,1216
713358,BaseScope™ LS Probe - BA-Hs-FGFR4-E7E8,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FGFR4,fibroblast growth factor receptor 4,NM_002011.4,1,1122,1169
713368,BaseScope™ LS Probe - BA-Mm-Oprm1-MOR-1K-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Oprm1,"opioid receptor, mu 1",AF260310.1,2,85,182
713378,BaseScope™ LS Probe - BA-Mm-Cacna1a-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",NM_007578.3,1,5667,5714
713388,BaseScope™ LS Probe - BA-Mm-Cacna1a-tvX2-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",XM_006530588.3,1,6127,6167
713398,BaseScope™ LS Probe - BA-Mm-Pard3-tv5-E2E3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Pard3,par-3 family cell polarity regulator,NM_001309391.1,1,508,554
713408,BaseScope™ LS Probe - BA-Hs-PTGS2-E7I7,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,1061,1113
713418,BaseScope™ LS Probe - BA-Hs-PTGS2-E4E5,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PTGS2,prostaglandin-endoperoxide synthase 2,NM_000963.3,1,564,605
713428,BaseScope™ LS Probe - BA-Mm-pre-Mir29b-1-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mir29b-1,microRNA 29b-1,NR_029532.1,1,2,52
713438,BaseScope™ LS Probe - BA-Mm-Padi3-201-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Padi3,"peptidyl arginine deiminase, type III",NM_011060.4,2,39,142
713448,BaseScope™ LS Probe - BA-Mm-Padi3-202-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Padi3,"peptidyl arginine deiminase, type III",ENSMUST00000172098.1,3,223,350
713458,BaseScope™ LS Probe - BA-Hs-TRB-V7-2-J1-4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,8,49
713468,BaseScope™ LS Probe - BA-Hs-TRB-V27-J2-1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,3,50
713478,BaseScope™ LS Probe - BA-Hs-RBFOX3-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RBFOX3,RNA binding fox-1 homolog 3,NM_001082575.2,4,329,963
713488,BaseScope™ LS Probe - BA-Rn-Gucy1b2-tv1-3zz-st,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Gucy1b2,guanylate cyclase 1 soluble subunit beta 2,NM_001270711.1,3,2,131
713498,BaseScope™ LS Probe - BA-Rn-Gucy1b2-tv2-1zz-st,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Gucy1b2,guanylate cyclase 1 soluble subunit beta 2,NM_012770.2,1,2,46
713558,BaseScope™ LS Probe - BA-Mm-Eif5a-E4E5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Eif5a,eukaryotic translation initiation factor 5A,NM_001166589.1,1,580,619
713568,BaseScope™ LS Probe - BA-Mm-Eif5a2-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Eif5a2,eukaryotic translation initiation factor 5A2,NM_177586.6,3,175,296
713578,BaseScope™ LS Probe - BA-Mm-Eif3h-E2E3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Eif3h,"eukaryotic translation initiation factor 3, subunit H",NM_080635.1,1,281,326
713588,BaseScope™ LS Probe - BA-Mm-Apc2-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Apc2,adenomatosis polyposis coli 2,NM_011789.2,1,2055,2092
713598,BaseScope™ LS Probe - BA-Hs-KLK6-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KLK6,kallikrein related peptidase 6,NM_002774.3,4,155,836
713608,BaseScope™ LS Probe - BA-Hs-MTURN-2EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MTURN,"maturin, neural progenitor differentiation regulator homolog",NM_152793.2,2,337,497
713618,BaseScope™ LS Probe - BA-Hs-MYRF-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MYRF,myelin regulatory factor,NM_013279.3,4,110,779
713628,BaseScope™ LS Probe - BA-Hs-CIDEC-2zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CIDEC,cell death inducing DFFA like effector c,NM_001199623.1,2,43,1162
713638,BaseScope™ LS Probe - BA-Mmu-TCR2-Gag120-21826,RNAscope LS 2.5 Target Probes,1,Macaca mulatta,,,,2,,
713648,BaseScope™ LS Probe - BA-Mmu-TCR5-Gag69-120-22034,RNAscope LS 2.5 Target Probes,1,Macaca mulatta,,,,2,,
713658,BaseScope™ LS Probe - BA-Mmu-TCR10-22607,RNAscope LS 2.5 Target Probes,1,Macaca mulatta,,,,2,,
713668,BaseScope™ LS Probe - BA-Hs-pre-MIR21-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR21,microRNA 21,NR_029493.1,1,2,68
713678,BaseScope™ LS Probe - BA-Hs-pre-MIR204-2zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR204,microRNA 204,NR_029621.1,2,2,91
713688,BaseScope™ LS Probe - BA-Hs-pre-MIR205-2zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR205,microRNA 205,NR_029622.1,2,2,94
713698,BaseScope™ LS Probe - BA-Hs-SNAR-A2-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SNAR-A2,small ILF3/NF90-associated RNA A2,NR_004436.1,1,68,103
713748,BaseScope™ LS Probe - BA-Hs-LANCL2-EGFR-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,762,806
713758,BaseScope™ LS Probe - BA-Hs-TP53-tv5-3zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TP53,tumor protein p53,NM_001276697.1,3,112,244
713768,BaseScope™ LS Probe - BA-Mm-Taf1-E35E36,RNAscope LS 2.5 Target Probes,1,Mus musculus,Taf1,TATA-box binding protein associated factor 1,NM_001290729.1,1,5058,5098
713778,BaseScope™ LS Probe - BA-Mm-Taf1-tvX2-E34E35,RNAscope LS 2.5 Target Probes,1,Mus musculus,Taf1,TATA-box binding protein associated factor 1,XM_017318513.1,1,5073,5113
713848,BaseScope™ LS Probe - BA-Hs-CCL14-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CCL14,"Homo sapiens C-C motif chemokine ligand 14 (CCL14), transcript variant 2, mRNA",NM_032962.4,1,2,42
713868,BaseScope™ LS Probe - BA-Hs-INS-tv3-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,INS,insulin,NM_001185098.1,1,105,140
713878,BaseScope™ LS Probe - BA-Mm-Hpcal1-4zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Hpcal1,hippocalcin-like 1,NM_016677.4,4,2,218
713888,BaseScope™ LS Probe - BA-Mm-Mknk1-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mknk1,MAP kinase-interacting serine/threonine kinase 1,NM_001285487.1,3,658,789
713898,BaseScope™ LS Probe - BA-Mm-Mknk2-4zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mknk2,MAP kinase-interacting serine/threonine kinase 2,NM_021462.4,4,727,888
713928,BaseScope™ LS Probe - BA-Hs-CD163-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CD163,CD163 molecule,NM_004244.5,4,138,917
713938,BaseScope™ LS Probe - BA-Hs-CD8A-3EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CD8A,CD8a molecule,NM_001145873.1,3,1057,1695
713948,BaseScope™ LS Probe - BA-Hs-CD68-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CD68,CD68 molecule,NM_001251.2,4,727,1152
713958,BaseScope™ LS Probe - BA-Mm-Slc26a6-3zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc26a6,"solute carrier family 26, member 6",NM_134420.4,3,986,1169
714048,BaseScope™ LS Probe - BA-Hs-pre-MIR200A-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR200A,microRNA 200a,NR_029834.1,1,2,84
714058,BaseScope™ LS Probe - BA-Hs-pre-MIR200B-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MIR200B,microRNA 200b,NR_029639.1,1,2,82
714068,BaseScope™ LS Probe - BA-Mm-pre-Mir200a-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mir200a,microRNA 200a,NR_029723.1,2,2,88
714078,BaseScope™ LS Probe - BA-Mm-pre-Mir200b-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mir200b,microRNA 200b,NR_029587.1,1,2,45
714088,BaseScope™ LS Probe - BA-Mm-Slc6a14-E5E6,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc6a14,"solute carrier family 6 (neurotransmitter transporter), member 14",NM_020049.4,1,881,929
714098,BaseScope™ LS Probe - BA-Mm-Slc6a14-E6E7,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc6a14,"solute carrier family 6 (neurotransmitter transporter), member 14",NM_020049.4,1,1015,1060
714108,BaseScope™ LS Probe - BA-Hs-LOC112267868-O1-1zz-st,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,2,57
714118,BaseScope™ LS Probe - BA-Hs-LOC112267868-O1-1zz-st-sense,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,,,1,2,57
714128,BaseScope™ LS Probe - BA-Cre-4zz-st,RNAscope LS 2.5 Target Probes,1,Escherichia virus P1,cre,cyclization recombinase,AB449974.1,4,358,520
714148,BaseScope™ LS Probe - BA-Mm-Uqcr10-4zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Uqcr10,"ubiquinol-cytochrome c reductase, complex III subunit X",NM_197979.2,4,256,424
714158,BaseScope™ LS Probe - BA-Hs-ABCB1-4EJ,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ABCB1,ATP binding cassette subfamily B member 1,NM_000927.4,4,797,1333
714168,BaseScope™ LS Probe - BA-Hs-PTK2-circRNA-E26E24-Junc,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PTK2,protein tyrosine kinase 2,NM_153831.3,1,2804,2485
714178,BaseScope™ LS Probe - BA-Rn-Retn-E1E3,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Retn,resistin,NM_144741.1,1,41,219
714188,BaseScope™ LS Probe - BA-V-HPV16-E6-226nt409nt-Junc,RNAscope LS 2.5 Target Probes,1,Human papillomavirus type 16,E6,"Human papillomavirus type 16, complete genome",NC_001526.2,1,191,420
714198,BaseScope™ LS Probe - BA-V-HPV16-L1-3632nt5637nt-Junc,RNAscope LS 2.5 Target Probes,1,Human papillomavirus type 16,L1,"Human papillomavirus type 16 isolate 16W12E, complete genome",AF125673.1,1,3590,5649
714208,BaseScope™ LS Probe - BA-Hs-OPN1MW-1zz-st1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,OPN1MW,"opsin 1, medium wave sensitive",NM_000513.2,1,902,941
714218,BaseScope™ LS Probe - BA-Mm-Dhdds-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Dhdds,dehydrodolichyl diphosphate synthase,NM_026144.4,2,361,455
714228,BaseScope™ LS Probe - BA-Mm-H2-D1-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,H2-D1,"histocompatibility 2, D region locus 1",NM_010380.3,1,1371,1459
714238,BaseScope™ LS Probe - BA-Mm-H2-K1-E7E8,RNAscope LS 2.5 Target Probes,1,Mus musculus,H2-K1,"histocompatibility 2, K1, K region",NM_001001892.2,1,1143,1189
714248,BaseScope™ LS Probe - BA-Mm-Ogt-intron4-1zz-st,RNAscope LS 2.5 Target Probes,1,Other,,,NC_000086.7:101655472-101655623,1,2,48
714258,BaseScope™ LS Probe - BA-Mm-Ogt-tv1-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),NM_139144.4,1,262,306
714268,BaseScope™ LS Probe - BA-Mm-Mef2c-tv2-E4E5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mef2c,myocyte enhancer factor 2C,NM_025282.3,1,805,846
714278,BaseScope™ LS Probe - BA-Mm-Mef2c-E4E5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mef2c,myocyte enhancer factor 2C,NM_001347564.1,1,805,849
714298,BaseScope™ LS Probe - BA-Mm-Pvt1-tv1-2zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Pvt1,Pvt1 oncogene,NR_003368.2,2,145,222
714318,BaseScope™ LS Probe - BA-Mm-Myo15-tv1-E2E3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Myo15,myosin XV,NM_010862.2,1,3822,3861
714328,BaseScope™ LS Probe - BA-Mm-Myo15-tv2-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Myo15,myosin XV,NM_182698.2,1,76,115
714338,BaseScope™ LS Probe - BA-EGFP-1zz-st,RNAscope LS 2.5 Target Probes,1,Other,,,U55763.1:613-1410,1,203,240
714348,BaseScope™ LS Probe - BA-Hs-STEAP4-tv1-E1E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,STEAP4,STEAP4 metalloreductase,NM_024636.3,1,111,163
714358,BaseScope™ LS Probe - BA-Mm-Gad1-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gad1,glutamate decarboxylase 1,NM_008077.5,1,177,214
714368,BaseScope™ LS Probe - BA-Mm-Gad2-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gad2,glutamic acid decarboxylase 2,NM_008078.2,1,384,421
714378,BaseScope™ LS Probe - BA-Mm-Scn1a-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Scn1a,"sodium channel, voltage-gated, type I, alpha",NM_001313997.1,1,276,322
714388,BaseScope™ LS Probe - BA-Mm-Slc6a1-E1E2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",NM_178703.4,1,222,251
714398,BaseScope™ LS Probe - BA-synVP64-1zz-st,RNAscope LS 2.5 Target Probes,1,synthetic construct,synVP64-1zz-st,"Synthetic construct zinc finger transcription factor E2S-VP64 mRNA, complete cds",DQ160160.1,1,596,634
714408,BaseScope™ LS Probe - BA-At-CPC-4zz-st,RNAscope LS 2.5 Target Probes,1,Arabidopsis thaliana,CPC,Homeodomain-like superfamily protein,NM_130205.2,4,91,272
714418,BaseScope™ LS Probe - BA-At-TFL1-4zz-st,RNAscope LS 2.5 Target Probes,1,Arabidopsis thaliana,TFL1,PEBP (phosphatidylethanolamine-binding protein) family protein,NM_120465.2,4,139,314
714428,BaseScope™ LS Probe - BA-Mm-Gpr52-1zz-st,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gpr52,G protein-coupled receptor 52,NM_001146330.1,1,101,148
